Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15,,,,,,,,,,,,,,,,,,,,,
1038080,3,2,10,2,4,4,5,1,1,17,6,28,11625,44,1366.75,1.57,264.20,11.76,100.0%,0.0%,0.0%,11.0%,7.7%,0.0%,3.4%,0.0%,10.3%,0.9%,0.0%,66.7%,42.4%,48.6%,7.7%,1.3%,38.1%,6.2%,37.6%,0.0%,0.0%,0.0%,10.3%,0.0%,0.0%,7.7%,0.0%,,,,,,,,,,,,,,,,,,,,,
1038110,4,2,16,2,4,1,2,4,1,6,3,7,10275,27,741.00,3.86,380.56,7.21,100.0%,0.0%,0.0%,0.0%,84.7%,0.0%,0.0%,0.0%,0.0%,0.0%,2.2%,13.1%,7.3%,0.0%,92.7%,0.0%,0.0%,2.2%,0.0%,0.0%,0.0%,0.0%,0.0%,5.1%,0.0%,92.7%,0.0%,,,,,,,,,,,,,,,,,,,,,
1040080,4,3,10,2,2,1,10,3,1,10,7,24,23325,50,1876.50,2.08,466.50,8.05,89.1%,10.9%,0.0%,15.4%,45.7%,2.9%,3.9%,0.0%,0.0%,5.6%,0.6%,25.9%,3.1%,51.2%,45.7%,0.0%,31.2%,2.6%,5.6%,3.9%,0.4%,0.0%,0.0%,0.4%,0.0%,45.7%,10.3%,,,,,,,,,,,,,,,,,,,,,
1040150,2,3,10,2,4,0,8,2,1,26,5,45,24325,73,2896.00,1.62,333.22,11.91,97.2%,0.9%,1.8%,4.3%,4.9%,1.8%,0.0%,0.0%,0.0%,2.5%,0.0%,86.4%,40.1%,45.9%,7.1%,6.9%,17.9%,27.4%,17.3%,9.4%,21.0%,0.0%,0.0%,0.0%,0.0%,7.1%,0.0%,,,,,,,,,,,,,,,,,,,,,
1040190,4,3,10,2,4,1,5,4,2,9,3,7,10475,27,871.50,3.86,387.96,8.32,100.0%,0.0%,0.0%,29.6%,0.0%,0.0%,5.7%,0.0%,0.0%,0.0%,0.0%,64.7%,0.7%,35.3%,0.0%,64.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1040250,4,2,10,2,4,4,6,4,1,15,2,3,14550,22,1439.00,7.33,661.36,9.89,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,91.4%,0.0%,8.6%,0.0%,93.1%,6.9%,0.0%,0.0%,0.0%,93.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,6.9%,0.0%,,,,,,,,,,,,,,,,,,,,,
1040340,4,3,10,2,4,4,2,4,0,4,4,16,9150,27,949.00,1.69,338.89,10.37,97.5%,2.5%,0.0%,55.7%,14.8%,3.3%,0.0%,0.0%,0.0%,0.0%,0.0%,26.2%,11.5%,66.7%,14.8%,7.1%,66.9%,0.0%,0.0%,13.9%,3.3%,0.0%,0.0%,0.0%,0.0%,14.8%,1.1%,,,,,,,,,,,,,,,,,,,,,
1040370,3,1,4,2,4,2,5,2,1,13,4,26,12050,39,1030.25,1.50,308.97,8.55,86.3%,5.6%,8.1%,0.0%,1.2%,2.5%,0.0%,0.0%,6.8%,0.0%,0.0%,89.4%,4.4%,22.2%,22.8%,50.6%,49.4%,22.2%,3.5%,14.3%,2.5%,0.0%,6.8%,0.0%,0.0%,1.2%,0.0%,,,,,,,,,,,,,,,,,,,,,
1044010,4,3,10,2,4,1,4,4,0,2,2,5,12925,25,764.50,5.00,517.00,5.91,95.4%,0.0%,4.6%,0.0%,87.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,13.0%,0.6%,3.1%,96.3%,0.0%,3.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.6%,0.0%,96.3%,0.0%,,,,,,,,,,,,,,,,,,,,,
1044140,4,1,4,2,3,4,5,4,1,7,3,12,5600,17,640.50,1.42,329.41,11.44,73.2%,4.0%,22.8%,30.4%,13.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,56.3%,22.8%,45.5%,13.4%,18.3%,86.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,13.4%,0.0%,,,,,,,,,,,,,,,,,,,,,
1044370,4,3,10,1,1,1,6,4,2,8,4,16,14850,32,1146.50,2.00,464.06,7.72,100.0%,0.0%,0.0%,4.7%,33.3%,0.0%,15.5%,0.0%,0.0%,0.0%,0.0%,46.5%,2.7%,30.3%,37.4%,29.6%,56.6%,6.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.4%,0.0%,,,,,,,,,,,,,,,,,,,,,
1045030,1,1,10,2,2,5,4,1,1,19,3,19,4650,25,619.00,1.32,186.00,13.31,88.7%,9.7%,1.6%,24.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.2%,72.0%,46.2%,53.8%,0.0%,0.0%,40.3%,30.6%,19.4%,0.0%,0.0%,9.7%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1045060,4,3,10,2,4,1,2,2,0,1,3,6,2750,9,213.50,1.50,305.56,7.76,100.0%,0.0%,0.0%,0.0%,32.7%,2.7%,0.0%,0.0%,0.0%,0.0%,0.0%,64.5%,2.7%,64.5%,32.7%,0.0%,0.0%,2.7%,0.0%,2.7%,0.0%,0.0%,0.0%,0.0%,0.0%,32.7%,61.8%,,,,,,,,,,,,,,,,,,,,,
1045100,4,1,5,2,3,1,3,4,0,2,3,5,8250,26,573.50,5.20,317.31,6.95,94.5%,0.0%,5.5%,19.4%,74.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,6.1%,1.2%,24.2%,74.5%,0.0%,24.2%,0.0%,0.0%,0.0%,1.2%,0.0%,0.0%,0.0%,0.0%,74.5%,0.0%,,,,,,,,,,,,,,,,,,,,,
1045120,3,3,10,2,4,5,6,1,1,22,3,17,21400,32,2648.00,1.88,668.75,12.37,97.9%,2.1%,0.0%,0.0%,8.4%,0.0%,1.9%,0.0%,0.0%,0.0%,0.0%,89.7%,6.3%,61.2%,8.4%,24.1%,29.2%,56.1%,1.4%,0.0%,0.0%,0.0%,0.0%,4.9%,0.0%,8.4%,0.0%,,,,,,,,,,,,,,,,,,,,,
1047210,4,3,10,2,4,1,3,4,2,12,3,7,6825,25,515.50,3.57,273.00,7.55,100.0%,0.0%,0.0%,13.2%,22.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,64.8%,1.1%,15.4%,22.0%,61.5%,76.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.1%,0.0%,22.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1047220,3,3,10,2,4,1,4,1,1,6,3,4,6525,23,799.50,5.75,283.70,12.25,100.0%,0.0%,0.0%,0.0%,9.2%,0.0%,0.0%,0.0%,4.6%,0.0%,0.0%,86.2%,0.0%,90.8%,9.2%,0.0%,0.0%,86.2%,0.0%,0.0%,0.0%,0.0%,4.6%,0.0%,0.0%,9.2%,0.0%,,,,,,,,,,,,,,,,,,,,,
1047350,4,3,10,2,4,1,8,4,1,13,8,23,26250,65,2340.00,2.83,403.85,8.91,100.0%,0.0%,0.0%,18.7%,49.1%,0.9%,0.0%,6.6%,2.3%,0.8%,0.6%,21.1%,10.0%,32.0%,57.1%,0.9%,23.7%,4.3%,1.0%,2.3%,0.8%,0.0%,2.3%,0.0%,6.6%,57.1%,1.9%,,,,,,,,,,,,,,,,,,,,,
1047420,2,3,10,2,4,0,3,4,1,2,2,2,14350,25,818.50,12.50,574.00,5.70,95.8%,0.0%,4.2%,0.0%,99.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.7%,0.7%,0.0%,99.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.7%,0.0%,0.0%,0.0%,0.0%,99.3%,0.0%,,,,,,,,,,,,,,,,,,,,,
1047610,4,3,8,2,4,3,2,4,0,11,3,15,7125,33,1196.00,2.20,215.91,16.79,78.6%,0.0%,21.4%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,8.4%,90.2%,92.3%,6.7%,0.0%,1.1%,4.9%,91.2%,0.0%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.8%,,,,,,,,,,,,,,,,,,,,,
1047650,4,0,0,0,3,0,0,5,0,0,2,4,1050,4,111.00,1.00,262.50,10.57,50.0%,0.0%,50.0%,28.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,71.4%,21.4%,78.6%,0.0%,0.0%,78.6%,0.0%,21.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1047750,4,3,10,2,3,5,8,2,1,19,5,16,19650,46,1874.25,2.88,427.17,9.54,100.0%,0.0%,0.0%,41.7%,25.2%,0.0%,6.6%,0.0%,4.6%,0.0%,0.0%,21.9%,3.1%,68.7%,26.2%,2.0%,66.2%,1.5%,0.0%,0.0%,0.0%,0.0%,6.1%,0.0%,0.0%,26.2%,0.0%,,,,,,,,,,,,,,,,,,,,,
1047760,3,3,9,2,4,1,4,4,1,16,2,13,11450,24,1100.50,1.85,477.08,9.61,73.8%,26.2%,0.0%,0.0%,0.0%,7.9%,0.0%,0.0%,0.0%,0.0%,0.0%,92.1%,2.4%,36.0%,0.0%,61.6%,63.1%,0.0%,0.0%,27.5%,1.7%,0.0%,0.0%,0.7%,0.0%,0.0%,7.0%,,,,,,,,,,,,,,,,,,,,,
1047870,4,3,10,2,4,1,6,4,1,22,4,13,29350,35,3070.50,2.69,838.57,10.46,83.6%,0.0%,16.4%,71.6%,2.0%,0.0%,0.0%,0.0%,0.0%,4.1%,0.0%,22.3%,0.3%,97.4%,2.4%,0.0%,93.0%,0.0%,4.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.4%,0.0%,,,,,,,,,,,,,,,,,,,,,
1047980,3,0,0,0,4,0,0,5,0,0,1,1,150,1,37.00,1.00,150.00,24.67,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1050050,4,3,10,2,3,3,6,4,1,19,4,10,15950,27,1031.50,2.70,590.74,6.47,85.9%,1.9%,12.2%,1.9%,79.0%,0.0%,0.0%,0.0%,0.5%,0.0%,0.0%,18.7%,0.0%,14.1%,79.0%,6.9%,14.4%,3.8%,2.4%,0.0%,0.0%,0.0%,0.5%,0.0%,0.0%,79.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1050210,2,1,15,2,4,5,3,4,1,15,6,20,10625,44,2190.00,2.20,241.48,20.61,100.0%,0.0%,0.0%,6.6%,0.0%,0.0%,2.8%,32.5%,1.4%,0.0%,3.5%,53.2%,84.0%,16.0%,0.0%,0.0%,10.8%,14.4%,8.5%,0.0%,5.6%,0.9%,1.4%,0.0%,58.4%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1054110,3,3,17,2,2,4,8,2,2,14,4,20,25400,40,1950.50,2.00,635.00,7.68,94.1%,5.9%,0.0%,18.5%,37.2%,0.0%,0.0%,0.0%,0.0%,2.4%,0.0%,41.9%,0.0%,41.5%,37.2%,21.3%,59.3%,1.2%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.2%,0.0%,,,,,,,,,,,,,,,,,,,,,
1054270,4,3,10,2,2,4,2,4,2,5,2,5,9000,30,579.50,6.00,300.00,6.44,100.0%,0.0%,0.0%,0.0%,90.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,10.0%,10.0%,0.0%,90.0%,0.0%,0.0%,0.0%,3.3%,0.0%,6.7%,0.0%,0.0%,0.0%,0.0%,90.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1054310,3,3,10,2,4,4,3,4,1,13,4,17,9300,31,1477.50,1.82,300.00,15.89,100.0%,0.0%,0.0%,4.3%,0.0%,2.4%,0.0%,0.0%,0.0%,0.0%,9.7%,83.6%,69.9%,30.1%,0.0%,0.0%,5.1%,91.4%,0.0%,2.4%,0.0%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1055060,4,3,10,2,2,5,2,4,1,18,5,24,10550,48,1498.00,2.00,219.79,14.20,97.2%,0.0%,2.8%,13.3%,0.0%,0.7%,0.0%,2.8%,0.0%,0.0%,6.4%,76.8%,22.3%,76.3%,0.0%,1.4%,23.0%,61.8%,0.0%,1.4%,0.0%,0.0%,0.0%,7.3%,2.8%,0.0%,3.6%,,,,,,,,,,,,,,,,,,,,,
1055160,4,3,10,2,2,5,6,3,1,17,5,20,13075,45,1435.50,2.25,290.56,10.98,93.1%,4.6%,2.3%,3.8%,0.0%,0.0%,2.3%,0.0%,0.0%,35.2%,1.1%,57.6%,8.6%,76.9%,1.5%,13.0%,19.1%,39.0%,40.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.5%,0.0%,,,,,,,,,,,,,,,,,,,,,
1055260,4,3,10,2,2,4,7,3,2,5,3,5,20125,25,1216.00,5.00,805.00,6.04,100.0%,0.0%,0.0%,0.0%,93.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.4%,6.5%,0.9%,6.0%,93.2%,0.0%,0.0%,6.3%,0.0%,0.0%,0.5%,0.0%,0.0%,0.0%,0.0%,93.2%,0.0%,,,,,,,,,,,,,,,,,,,,,
1055330,3,3,10,2,2,6,5,2,1,6,8,32,12300,57,1367.50,1.78,215.79,11.12,100.0%,0.0%,0.0%,30.9%,0.0%,0.6%,26.8%,0.6%,0.6%,5.7%,1.2%,33.5%,5.5%,91.1%,1.6%,1.8%,69.1%,20.3%,6.3%,3.0%,0.0%,0.0%,0.6%,0.0%,0.6%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1057150,4,3,10,2,4,1,8,2,2,7,2,4,5375,10,388.50,2.50,537.50,7.23,96.3%,0.0%,3.7%,0.0%,67.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.0%,9.3%,14.0%,76.7%,0.0%,0.0%,14.0%,0.0%,0.0%,9.3%,0.0%,0.0%,0.0%,0.0%,76.7%,0.0%,,,,,,,,,,,,,,,,,,,,,
1057280,2,3,10,2,3,5,4,4,1,40,2,10,11300,34,1166.50,3.40,332.35,10.32,97.3%,0.0%,2.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,76.1%,0.0%,23.9%,9.3%,90.7%,0.0%,0.0%,5.3%,0.0%,85.4%,2.7%,5.3%,0.0%,0.0%,0.0%,0.0%,0.0%,1.3%,,,,,,,,,,,,,,,,,,,,,
1057410,4,3,10,2,3,3,8,3,0,2,3,17,13950,31,1290.50,1.82,450.00,9.25,100.0%,0.0%,0.0%,17.9%,32.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,49.8%,0.5%,65.8%,32.3%,1.4%,23.7%,44.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,32.3%,0.0%,,,,,,,,,,,,,,,,,,,,,
1057500,3,3,4,2,3,4,5,2,1,10,3,12,16100,27,1549.00,2.25,596.30,9.62,90.7%,0.0%,9.3%,29.2%,28.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,41.9%,0.0%,71.1%,28.9%,0.0%,44.1%,3.7%,19.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,28.9%,3.7%,,,,,,,,,,,,,,,,,,,,,
1057510,4,3,10,2,3,4,8,2,1,13,3,10,24560,46,1951.00,4.60,533.91,7.94,97.6%,0.0%,2.4%,13.0%,34.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,52.8%,17.5%,15.7%,34.2%,32.6%,48.3%,0.0%,0.0%,0.0%,17.5%,0.0%,0.0%,0.0%,0.0%,34.2%,0.0%,,,,,,,,,,,,,,,,,,,,,
1057550,4,3,17,2,3,3,9,3,0,7,4,24,16225,33,1488.00,1.38,491.67,9.17,74.1%,23.4%,2.5%,2.5%,11.1%,4.6%,0.0%,0.0%,0.0%,0.0%,0.0%,81.8%,17.3%,69.8%,11.1%,1.8%,72.3%,0.0%,5.1%,6.9%,0.0%,0.0%,0.0%,0.0%,0.0%,11.1%,4.6%,,,,,,,,,,,,,,,,,,,,,
1057580,4,3,10,2,2,3,5,2,2,11,3,21,11775,35,1058.50,1.67,336.43,8.99,94.9%,5.1%,0.0%,11.9%,6.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,81.7%,27.0%,19.5%,13.2%,40.3%,54.8%,2.5%,8.3%,0.0%,18.7%,0.0%,0.0%,0.0%,0.0%,13.2%,2.5%,,,,,,,,,,,,,,,,,,,,,
1057800,4,3,8,2,2,4,5,4,1,15,5,23,16975,44,1649.00,1.91,385.80,9.71,89.8%,10.2%,0.0%,3.5%,0.0%,0.9%,3.5%,0.0%,3.5%,0.0%,0.0%,88.5%,6.2%,70.3%,1.8%,21.8%,79.7%,9.7%,0.0%,5.3%,0.0%,0.0%,3.5%,0.0%,0.0%,1.8%,0.0%,,,,,,,,,,,,,,,,,,,,,
1057930,4,3,5,2,1,5,7,1,1,27,5,34,19425,55,3079.50,1.62,353.18,15.85,94.5%,1.9%,3.6%,2.3%,0.0%,0.0%,1.5%,8.5%,0.0%,0.0%,14.3%,73.4%,55.0%,36.8%,2.1%,6.2%,15.1%,51.5%,5.0%,0.8%,4.6%,1.5%,0.0%,1.2%,17.5%,2.1%,0.8%,,,,,,,,,,,,,,,,,,,,,
1058000,4,3,15,2,3,4,5,3,1,11,4,11,11450,28,1179.00,2.55,408.93,10.30,94.8%,0.0%,5.2%,14.0%,0.0%,0.0%,0.0%,0.0%,1.3%,7.0%,0.0%,77.7%,2.6%,97.4%,0.0%,0.0%,89.1%,0.0%,7.0%,0.0%,2.6%,0.0%,1.3%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1058010,3,3,15,2,2,5,4,1,1,13,4,30,12000,62,1331.00,2.07,193.55,11.09,90.6%,5.0%,4.4%,4.2%,0.0%,0.0%,0.0%,0.0%,0.6%,11.7%,0.0%,83.5%,11.9%,69.6%,1.7%,16.9%,39.8%,2.5%,42.3%,5.6%,7.5%,0.0%,0.6%,0.0%,0.0%,1.7%,0.0%,,,,,,,,,,,,,,,,,,,,,
1058190,4,3,10,2,2,5,5,2,1,8,3,18,9950,43,834.50,2.39,231.40,8.39,78.4%,13.3%,8.3%,5.0%,13.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,81.4%,17.1%,18.8%,13.6%,50.5%,57.0%,0.0%,0.0%,5.3%,17.1%,0.0%,0.0%,0.0%,0.0%,13.6%,7.0%,,,,,,,,,,,,,,,,,,,,,
1058350,4,3,10,2,2,1,5,2,0,4,3,5,16800,24,1067.50,4.80,700.00,6.35,100.0%,0.0%,0.0%,13.1%,83.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.0%,0.0%,13.1%,83.9%,3.0%,16.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,83.9%,0.0%,,,,,,,,,,,,,,,,,,,,,
1058370,3,1,10,2,3,4,4,3,1,7,4,12,14375,36,1382.00,3.00,399.31,9.61,100.0%,0.0%,0.0%,16.7%,23.0%,0.0%,0.0%,0.0%,0.0%,9.7%,0.0%,50.6%,22.8%,54.3%,23.0%,0.0%,44.5%,0.0%,9.7%,0.0%,22.3%,0.0%,0.0%,0.5%,0.0%,23.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060050,3,3,10,1,4,3,4,4,1,14,4,16,15050,26,1570.50,1.63,578.85,10.44,100.0%,0.0%,0.0%,0.0%,12.0%,14.0%,25.2%,0.0%,0.0%,0.0%,0.0%,48.8%,2.0%,82.1%,15.9%,0.0%,40.2%,27.9%,0.0%,14.0%,2.0%,0.0%,0.0%,0.0%,0.0%,15.9%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060130,2,3,5,2,4,2,4,4,1,25,2,15,19400,59,1524.50,3.93,328.81,7.86,48.5%,41.8%,9.8%,0.0%,20.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,79.9%,24.7%,6.2%,22.2%,46.9%,57.7%,2.6%,0.0%,0.0%,18.6%,0.0%,0.0%,0.0%,0.0%,21.1%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060150,4,2,10,2,4,1,5,4,1,17,3,17,21150,22,2012.00,1.29,961.36,9.51,63.5%,36.5%,0.0%,0.0%,0.0%,1.1%,0.0%,0.0%,12.8%,0.0%,0.0%,86.2%,25.9%,23.8%,0.0%,50.4%,72.0%,5.7%,0.0%,9.6%,0.0%,0.0%,12.8%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060230,3,3,10,2,3,5,5,4,1,18,4,18,9600,41,1537.50,2.28,234.15,16.02,97.7%,2.3%,0.0%,4.2%,0.0%,20.3%,3.1%,0.0%,0.0%,0.0%,20.3%,52.1%,70.8%,29.2%,0.0%,0.0%,7.3%,28.9%,20.3%,43.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060260,4,3,10,2,3,4,8,2,1,12,5,30,14225,93,1541.00,3.10,152.96,10.83,97.9%,2.1%,0.0%,4.2%,25.3%,2.6%,0.0%,0.0%,16.3%,0.0%,0.0%,51.5%,23.2%,50.4%,25.3%,1.1%,18.3%,4.2%,17.8%,2.6%,15.5%,0.0%,16.3%,0.0%,0.0%,25.3%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060330,3,3,10,2,3,4,3,4,2,8,3,4,7650,15,459.00,3.75,510.00,6.00,98.0%,0.0%,2.0%,0.0%,94.1%,0.0%,0.0%,2.0%,0.0%,0.0%,0.0%,3.9%,2.0%,0.0%,98.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.0%,98.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060370,4,3,10,2,3,4,6,2,1,19,9,62,16025,138,1706.00,2.23,116.12,10.65,94.7%,4.7%,0.6%,8.1%,19.7%,2.8%,4.4%,0.9%,1.4%,13.7%,0.9%,48.0%,28.9%,44.8%,19.7%,6.7%,33.1%,3.0%,19.3%,9.0%,13.1%,0.0%,1.9%,0.0%,0.9%,19.7%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060420,4,3,10,2,4,4,5,4,1,12,5,21,8850,38,982.50,1.81,232.89,11.10,97.7%,0.0%,2.3%,0.0%,1.7%,0.8%,29.4%,0.0%,0.0%,0.0%,4.2%,63.8%,20.6%,72.6%,6.8%,0.0%,48.0%,33.1%,0.0%,0.8%,11.3%,0.0%,0.0%,0.0%,0.0%,6.8%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060590,4,3,10,2,4,3,6,4,1,11,2,20,15425,43,1380.50,2.15,358.72,8.95,72.6%,27.4%,0.0%,0.0%,0.0%,0.0%,2.6%,0.0%,0.0%,0.0%,0.0%,97.4%,8.4%,4.1%,0.0%,87.5%,67.7%,0.0%,0.0%,23.8%,8.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060640,3,3,10,2,4,4,5,4,1,17,5,27,15675,88,2123.50,3.26,178.13,13.55,97.1%,0.0%,2.9%,0.0%,7.7%,0.0%,26.8%,8.6%,0.0%,0.0%,14.8%,42.1%,45.1%,42.9%,8.9%,3.0%,27.9%,23.4%,15.3%,1.9%,11.5%,0.0%,0.0%,0.0%,11.0%,8.9%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060650,4,1,10,2,4,3,6,4,1,13,2,9,14660,22,1540.80,2.44,666.36,10.51,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,77.1%,0.0%,0.0%,0.0%,0.0%,22.9%,5.1%,94.9%,0.0%,0.0%,95.5%,0.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.5%,,,,,,,,,,,,,,,,,,,,,
1060720,2,3,9,2,4,5,7,4,1,25,5,19,34025,96,5707.00,5.05,354.43,16.77,100.0%,0.0%,0.0%,5.1%,0.0%,0.0%,0.0%,24.2%,6.0%,0.0%,2.0%,62.7%,58.3%,41.7%,0.0%,0.0%,9.8%,37.7%,0.0%,2.1%,20.3%,0.0%,6.0%,0.0%,24.2%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060760,1,3,10,2,3,7,6,2,1,16,2,18,22900,32,2856.75,1.78,715.63,12.47,97.2%,2.0%,0.9%,48.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,52.0%,25.1%,64.4%,0.0%,10.5%,82.1%,0.0%,1.0%,14.1%,0.0%,2.8%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060810,4,3,10,2,3,4,6,2,1,9,2,14,25875,45,1958.00,3.21,575.00,7.57,83.3%,2.0%,14.7%,0.0%,69.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,31.0%,22.0%,4.3%,73.6%,0.0%,3.2%,5.8%,0.0%,0.0%,19.7%,0.0%,0.0%,0.0%,0.0%,71.3%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060920,3,3,17,2,4,5,5,4,1,13,3,14,40475,27,4353.00,1.93,1499.07,10.75,99.0%,1.0%,0.0%,63.2%,0.0%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,36.4%,5.0%,94.0%,0.0%,1.0%,96.1%,0.0%,0.0%,0.6%,0.0%,3.3%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1060980,4,1,4,2,3,4,4,4,1,13,3,17,11025,33,1482.00,1.94,334.09,13.44,98.0%,0.0%,2.0%,66.4%,0.0%,0.0%,0.0%,0.0%,0.0%,5.4%,0.0%,28.1%,41.5%,55.8%,0.0%,2.7%,82.3%,0.0%,14.3%,0.0%,0.0%,3.4%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1061080,2,3,10,2,3,5,5,2,1,22,3,17,8700,36,1179.50,2.12,241.67,13.56,95.1%,4.9%,0.0%,35.6%,0.0%,0.0%,0.0%,0.0%,20.7%,0.0%,0.0%,37.1%,32.5%,67.5%,0.0%,0.0%,47.7%,0.9%,0.0%,26.4%,0.0%,3.4%,21.6%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1061130,4,3,16,2,4,2,6,1,1,10,4,12,17950,32,2204.50,2.67,560.94,12.28,94.2%,5.0%,0.8%,3.3%,0.0%,0.8%,0.0%,0.4%,0.0%,0.0%,0.0%,97.6%,72.3%,27.7%,0.0%,0.0%,7.8%,2.4%,88.2%,0.8%,0.0%,0.0%,0.4%,0.0%,0.4%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
